선암사칠성도,http://encykorea.aks.ac.kr/Contents/Item/E0028803,불화
선운사비로자나불회도,http://encykorea.aks.ac.kr/Contents/Item/E0028838,불화
성주이씨영정,http://encykorea.aks.ac.kr/Contents/Item/E0029605,초상화
성황신김총영정,http://encykorea.aks.ac.kr/Contents/Item/E0029723,초상화
선운사아미타극락회상도,http://encykorea.aks.ac.kr/Contents/Item/E0028841,불화
선운사천불회도,http://encykorea.aks.ac.kr/Contents/Item/E0028848,불화
손소 초상,http://encykorea.aks.ac.kr/Contents/Item/E0030518,초상화
송광사산신도,http://encykorea.aks.ac.kr/Contents/Item/E0030681,불화
순천 송광사 십육조사진영,http://encykorea.aks.ac.kr/Contents/Item/E0030684,불화
송광사오십삼불도,http://encykorea.aks.ac.kr/Contents/Item/E0030692,불화
송광사지장보살도,http://encykorea.aks.ac.kr/Contents/Item/E0030696,불화
순천 송광사 화엄경변상도,http://encykorea.aks.ac.kr/Contents/Item/E0030701,불화
수국사감로왕도,http://encykorea.aks.ac.kr/Contents/Item/E0031237,불화
수덕사노사나불괘불탱,http://encykorea.aks.ac.kr/Contents/Item/E0031275,불화
송시열 초상,http://encykorea.aks.ac.kr/Contents/Item/E0030899,초상화
수덕사벽화,http://encykorea.aks.ac.kr/Contents/Item/E0031278,불화
수도사노사나불괘불탱,http://encykorea.aks.ac.kr/Contents/Item/E0031287,불화
수원시봉녕사불화,http://encykorea.aks.ac.kr/Contents/Item/E0031605,불화
수월관음도,http://encykorea.aks.ac.kr/Contents/Item/E0031614,불화
수월관음도,http://encykorea.aks.ac.kr/Contents/Item/E0031615,불화
수월관음도,http://encykorea.aks.ac.kr/Contents/Item/E0031616,불화
수월관음도,http://encykorea.aks.ac.kr/Contents/Item/E0031617,불화
수월관음도,http://encykorea.aks.ac.kr/Contents/Item/E0031618,불화
수월관음도,http://encykorea.aks.ac.kr/Contents/Item/E0031619,불화
수월관음도,http://encykorea.aks.ac.kr/Contents/Item/E0031620,불화
수월관음보살도,http://encykorea.aks.ac.kr/Contents/Item/E0031621,불화
수종사금동불감아미타극락회상도,http://encykorea.aks.ac.kr/Contents/Item/E0031689,불화
시왕경변상도,http://encykorea.aks.ac.kr/Contents/Item/E0032415,불화
시왕도,http://encykorea.aks.ac.kr/Contents/Item/E0032416,불화
여주신륵사감로왕도,http://encykorea.aks.ac.kr/Contents/Item/E0032889,불화
신원사노사나불괘불탱,http://encykorea.aks.ac.kr/Contents/Item/E0033236,불화
신흥사감로왕도,http://encykorea.aks.ac.kr/Contents/Item/E0033622,불화
실상사아미타극락회상도,http://encykorea.aks.ac.kr/Contents/Item/E0033666,불화
하동쌍계사감로왕도,http://encykorea.aks.ac.kr/Contents/Item/E0034077,불화
신경유선생 영정 및 공신녹권,http://encykorea.aks.ac.kr/Contents/Item/E0032627,초상화
신경행 초상,http://encykorea.aks.ac.kr/Contents/Item/E0032635,초상화
쌍계사아미타극락회상도,http://encykorea.aks.ac.kr/Contents/Item/E0034091,불화
신말주선생의십로계첩,http://encykorea.aks.ac.kr/Contents/Item/E0032908,화첩
쌍계사약사불회도,http://encykorea.aks.ac.kr/Contents/Item/E0034092,불화
쌍계사제석천룡도,http://encykorea.aks.ac.kr/Contents/Item/E0034095,불화
쌍계사팔상전팔상탱,http://encykorea.aks.ac.kr/Contents/Item/E0034101,불화
신잡 초상,http://encykorea.aks.ac.kr/Contents/Item/E0033327,초상화
쌍계사팔상전영산회상도,http://encykorea.aks.ac.kr/Contents/Item/E0034104,불화
신후재 초상,http://encykorea.aks.ac.kr/Contents/Item/E0033599,초상화
아미타구존도,http://encykorea.aks.ac.kr/Contents/Item/E0034292,불화
아미타구존도,http://encykorea.aks.ac.kr/Contents/Item/E0034293,불화
심득경초상,http://encykorea.aks.ac.kr/Contents/Item/E0033769,초상화
십죽재화보,http://encykorea.aks.ac.kr/Contents/Item/E0034041,화첩
아미타구존도,http://encykorea.aks.ac.kr/Contents/Item/E0034294,불화
아미타구존도,http://encykorea.aks.ac.kr/Contents/Item/E0034295,불화
아미타극락회상도,http://encykorea.aks.ac.kr/Contents/Item/E0034296,불화
아미타삼존도,http://encykorea.aks.ac.kr/Contents/Item/E0034299,불화
아미타삼존도,http://encykorea.aks.ac.kr/Contents/Item/E0034300,불화
아미타삼존도,http://encykorea.aks.ac.kr/Contents/Item/E0034301,불화
아미타삼존도,http://encykorea.aks.ac.kr/Contents/Item/E0034302,불화
아미타삼존도,http://encykorea.aks.ac.kr/Contents/Item/E0034303,불화
아미타여래도,http://encykorea.aks.ac.kr/Contents/Item/E0034305,불화
아미타여래도,http://encykorea.aks.ac.kr/Contents/Item/E0034306,불화
아미타여래도,http://encykorea.aks.ac.kr/Contents/Item/E0034307,불화
아미타여래도,http://encykorea.aks.ac.kr/Contents/Item/E0034308,불화
아미타여래도,http://encykorea.aks.ac.kr/Contents/Item/E0034309,불화
아미타여래도,http://encykorea.aks.ac.kr/Contents/Item/E0034310,불화
아미타여래도,http://encykorea.aks.ac.kr/Contents/Item/E0034311,불화
아미타여래도,http://encykorea.aks.ac.kr/Contents/Item/E0034312,불화
안국사영산회괘불탱,http://encykorea.aks.ac.kr/Contents/Item/E0034538,불화
안심사영산회괘불탱,http://encykorea.aks.ac.kr/Contents/Item/E0034858,불화
통영 안정사 영산회괘불도,http://encykorea.aks.ac.kr/Contents/Item/E0034992,불화
양류관음도,http://encykorea.aks.ac.kr/Contents/Item/E0035494,불화
양류관음도,http://encykorea.aks.ac.kr/Contents/Item/E0035495,불화
양류관음도,http://encykorea.aks.ac.kr/Contents/Item/E0035496,불화
양류관음도,http://encykorea.aks.ac.kr/Contents/Item/E0035497,불화
양류관음도,http://encykorea.aks.ac.kr/Contents/Item/E0035498,불화
양류관음도,http://encykorea.aks.ac.kr/Contents/Item/E0035499,불화
여래불적도,http://encykorea.aks.ac.kr/Contents/Item/E0036313,불화
염불암삼장보살도,http://encykorea.aks.ac.kr/Contents/Item/E0037102,불화
영국사삼장보살도,http://encykorea.aks.ac.kr/Contents/Item/E0037235,불화
영국사 영산회후불탱,http://encykorea.aks.ac.kr/Contents/Item/E0037237,불화
정탁 초상,http://encykorea.aks.ac.kr/Contents/Item/E0035378,초상화
영산회상도,http://encykorea.aks.ac.kr/Contents/Item/E0037448,불화
고려 오백나한도,http://encykorea.aks.ac.kr/Contents/Item/E0038259,불화
오백나한도,http://encykorea.aks.ac.kr/Contents/Item/E0038260,불화
옥천사삼장보살도,http://encykorea.aks.ac.kr/Contents/Item/E0038789,불화
옥천사 시왕도,http://encykorea.aks.ac.kr/Contents/Item/E0038790,불화
옥천사 지장보살도,http://encykorea.aks.ac.kr/Contents/Item/E0038793,불화
예천용문사팔상탱,http://encykorea.aks.ac.kr/Contents/Item/E0039486,불화
용봉사영산회괘불탱,http://encykorea.aks.ac.kr/Contents/Item/E0039504,불화
용연사영산회상도,http://encykorea.aks.ac.kr/Contents/Item/E0039606,불화
용주사감로왕도,http://encykorea.aks.ac.kr/Contents/Item/E0039675,불화
용주사대웅전후불탱화,http://encykorea.aks.ac.kr/Contents/Item/E0039677,불화
화성용주사삼장보살도,http://encykorea.aks.ac.kr/Contents/Item/E0039681,불화
운흥사감로왕도,http://encykorea.aks.ac.kr/Contents/Item/E0040424,불화
운흥사 괘불탱 및 궤,http://encykorea.aks.ac.kr/Contents/Item/E0040426,불화
고성 운흥사 관음보살도,http://encykorea.aks.ac.kr/Contents/Item/E0040429,불화
